Job Title,Job ID,Time Posted,Posted,AI Recommendation,Process,AI Rating,AI Explanation,Type,Rate,URL,Full Description,Client Location,Lead Amount Spent,Project Length,Hours/Week,Scraped?
"Automation Expert Needed for ClickUp, GHL, and Make.com",385,5/1/2025 2:31pm,143 hrs ago,Yes,,9,"The job matches your expertise in ClickUp, GHL, and Make.com, is located in the US, has payment verified, and the client has a high amount spent and a high rating of 4.75. Although it is hourly, the rate is within a reasonable range and its other factors outweigh this preference.",Hourly,$20.00,https://www.upwork.com/jobs/~021918025320952415897,,,,,,
Build UiPath Bot to Scrape Assignment Records from Massachusetts Land Registry,384,5/1/2025 2:30pm,143 hrs ago,No,,5,"The job is located in the US, which is prioritized. The client has a high rating of 5.0 and payment is verified with a moderate amount spent ($805), which is good. However, the job requires UiPath experience, which is not in your skill set. Additionally, it is an hourly job, whereas you prefer fixed-price jobs.",Hourly,$30.00,https://www.upwork.com/jobs/~021918025123631384217,,,,,,
"Build AI Slack Bot System for Creative Team (Python, APIs, Automation)",383,5/1/2025 2:28pm,143 hrs ago,Maybe,,7,"The job is fixed-price and located in the US, matching top location preferences. It has a verified payment and high client rating, although with a relatively low amount spent. The task involves automation, but focuses on AI, Slack, and Python, which are slightly outside the user's expressed primary skill set. However, the job value and compatibility with some skills make it worth considering.",Fixed,$10.00,https://www.upwork.com/jobs/~021918024569205941476,,,,,,
Automation Specialist for GoHighLevel and ChatGPT Integrations,382,5/1/2025 2:25pm,143 hrs ago,Maybe,,6,"The job is related to business automation and is located in the US, which aligns with preferred criteria. However, it is an hourly job, which is less preferred, and the client has a low spending history and no ratings, which might be a concern. Payment is verified, which is positive.",Hourly,$15.00,https://www.upwork.com/jobs/~021918023753825099874,,,,,,
"AI Automations &amp; Systems Specialist (Make.com, GHL, N8N, Zapier, Etc.)",381,5/1/2025 2:21pm,143 hrs ago,Maybe,,6,"The job is relevant as it involves business automation skills like Make.com, GHL, and N8N. It's a fixed-price job located in the US, which aligns with the user's preferences. However, the client has a 0.0 rating and low spending, which impacts the trustworthiness and makes it a less secure option.",Fixed,$1.00,https://www.upwork.com/jobs/~021918022857376298911,,,,,,
MVP App - Work Flow Automation,380,5/1/2025 2:15pm,144 hrs ago,Yes,,9,"The job is a business automation-related project located in the US, which matches the user's top priority. It involves relevant skills such as ClickUp and n8n. It is a fixed-price job, the client's payment is verified, and they have a perfect 5.0 rating, although they have a moderate amount spent at $412. Overall, it aligns well with the user's preferences.",Fixed,$200.00,https://www.upwork.com/jobs/~021918021412792223385,,,,,,
CRM Configuration Specialist for Sales &amp; Account Management,379,5/1/2025 2:11pm,144 hrs ago,Maybe,,7,"The job is located in the US, has a fixed price which is preferred, the client has a high rating of 4.86, and a substantial amount spent of $352K. However, the job focuses on Hubspot CRM rather than the preferred tools like Make.com, n8n, ClickUp, Airtable, GoHighLevel, and Google Sheets. It is somewhat relevant to business automation, hence it might be worth considering.",Fixed,$200.00,https://www.upwork.com/jobs/~021918020455138976996,,,,,,
Lead Generation,378,5/1/2025 1:52pm,144 hrs ago,No,,4,"The job is located in the United Arab Emirates, which is not a priority location. It is a lead generation task rather than business automation, and the fixed price is too low for the user's expertise.",Fixed,$7.00,,,,,,,
Salesforce Developer Support Needed for Various Projects,377,5/1/2025 1:50pm,144 hrs ago,No,,3,"The job is for a Salesforce Developer, which doesn't align with the user's skills in business automation tools like Make.com, n8n, etc. Although the job is located in the USA, which is a top priority, and the job has payment verified, the client has spent a low amount ($661) and has no ratings, making it less appealing given the user's preferences and expertise.",Hourly,$10.00,https://www.upwork.com/jobs/~021918014967619176089,,,,,,
Lead Generation,376,5/1/2025 1:41pm,144 hrs ago,No,,3,"The job is not located in the US or UK, offers a very low fixed price, and is not primarily related to business automation. Despite verified payment and high client rating, the location and job type do not align well with your preferences.",Fixed,$13.00,https://www.upwork.com/jobs/~021918012629695980772,,,,,,
Need Contact Phone Numbers—50 Contacts For 3 Different Niches.,375,5/1/2025 1:22pm,144 hrs ago,No,,3,"The job is located in Canada, not the user's preferred US or UK. It involves data scraping and lead generation, which are not directly related to business automation. Despite payment verification and a client rating of 5.0, the nature and location of the job don't align well with the user's priorities and specialties.",Fixed,$100.00,https://www.upwork.com/jobs/~021918008059734104720,,,,,,
Automation Specialist for Zapier and N8n.io Integrations,374,5/1/2025 1:19pm,144 hrs ago,Maybe,,6,"The job involves business automation with n8n, which aligns with your skills. It is a fixed-price job at $750 with payment verified and a high client rating of 5.0. While it matches your payment preferences and involves relevant skills, the job is based in Canada, which is not a top priority location. The client's spending is only $1K, indicating they may not have extensive experience hiring freelancers.",Fixed,$750.00,https://www.upwork.com/jobs/~021918007202460310160,,,,,,
Email list 1000 dropshipping / tiktok shop content creators,373,5/1/2025 1:14pm,145 hrs ago,No,,3,"The job is based in Qatar, which is not a priority location. It involves web scraping, which is not directly related to business automation. Although the job has payment verified and a high client rating, it's not aligned with preferred job types.",Fixed,$200.00,,,,,,,
Lead Extraction for Party and Wedding Planners,372,5/1/2025 12:52pm,145 hrs ago,Maybe,,6,"The job is located in the US with payment verified and a high client rating of 5.0, but it focuses on lead extraction and data scraping rather than business automation. The fixed-price is favorable, though the total amount spent by the client is modest at $1K.",Fixed,$50.00,https://www.upwork.com/jobs/~021918000436183201695,,,,,,
AI Automation Engineer Needed for Growing SaaS Startup,371,5/1/2025 12:47pm,145 hrs ago,Maybe,,6,"The job is relevant to automation, which matches your skills, and has payment verified with $33K spent, indicating financial reliability. However, it is located in the UK (lower priority) and the client has no ratings, which is less appealing. The preference for fixed-price is not met as the compensation is hourly.",Hourly,$30.00,https://www.upwork.com/jobs/~021917998927286531999,,,,,,
Monday CRM expert needed for UK startup,370,5/1/2025 12:47pm,145 hrs ago,Yes,,8,"The job is in the UK, which is a slight lower priority than US jobs, but still of interest. It's an hourly job, which is not the user's preference, but the payment is verified, the client has a 5.0 rating, and they have spent $35K, which indicates reliability. Additionally, it involves building CRM automations, which aligns with the user's expertise in business automation.",Hourly,$20.00,,,,,,,
Build Automation Audit with Make,369,5/1/2025 12:43pm,145 hrs ago,Yes,,8,"The job is a fixed-price business automation task specifically using Make.com, which aligns with the user's expertise. Though located in the UK, it has strong qualifications with verified payment, a client rating of 5.0, and a decent amount spent of $954.",Fixed,$250.00,https://www.upwork.com/jobs/~021917998304998619039,,,,,,
Data entry &amp; automation,368,5/1/2025 12:26pm,145 hrs ago,Yes,,9,"The job is located in the USA, fits within your expertise with Make.com and business automation, offers payment verification with a substantial amount spent ($31K), and the client has a perfect 5.0 rating. While it's an hourly job, the high score reflects the strong alignment with your preferences.",Hourly,$10.00,https://www.upwork.com/jobs/~021917993851419522975,,,,,,
Click Up Set-Up for Digital Marketing Agency,367,5/1/2025 12:19pm,145 hrs ago,Yes,,9,"The job is focused on ClickUp set-up, directly aligning with the user's expertise. It is located in the US, payment is verified, and the client has a high rating of 5.0. While it is an hourly job, the alignment with skills and location makes it a strong opportunity.",Hourly,$50.00,,,,,,,
Salesforce to GoHighLevel Integration Specialist Needed,366,5/1/2025 12:08pm,146 hrs ago,Yes,,9,"The job is a fixed-price position located in the US, matching the user's top location preference. It involves business automation skills using Make.com and GoHighLevel, aligning with the user's expertise. The payment is verified and the client has spent a considerable amount. Despite the lack of a client rating, the high budget and alignment with the user's skills make it highly recommended.",Fixed,$3.00,https://www.upwork.com/jobs/~021917989347261314975,,,,,,
Hubspot Specialist,365,5/1/2025 11:44am,146 hrs ago,Maybe,,7,"The job is located in the US and payment is verified with a high amount spent, which is positive. It has a high client rating of 5.0. However, it is an hourly position rather than fixed-price, and it focuses on HubSpot and marketing automation rather than your core tools. This overlaps somewhat with your skills but isn't a perfect match.",Hourly,$10.00,https://www.upwork.com/jobs/~021917983399444604132,,,,,,
Need help to collect email &amp; phone to head of 500 companies,364,5/1/2025 11:39am,146 hrs ago,No,,3,"The job is not located in the US or the UK, and it's not related to business automation. Although the payment is verified, the fixed price is very low and it's a lead generation and data entry task that doesn't align with your expertise.",Fixed,$25.00,https://www.upwork.com/jobs/~021917982018140030617,,,,,,
Email to SMS Automation Developer,363,5/1/2025 11:35am,146 hrs ago,No,,5,"The job is located in Canada, which is lower priority since it is neither US nor UK. Although the job matches the user's skills in automation, it is hourly rather than fixed-price, which the user prefers. However, the client's payment is verified, has a high amount spent, and a high rating, which is positive but not enough to outweigh the location and payment type preferences.",Hourly,$20.00,https://www.upwork.com/jobs/~021917981184165594777,,,,,,
Looking for Domain researcher to collect emails,362,5/1/2025 11:22am,146 hrs ago,No,,3,"The job is located in the US with payment verified and high client rating which is favorable. However, it is not related to business automation, focusing instead on domain research and email collection, which doesn't align with the user's expertise in automation tools like Make.com and n8n.",Fixed,$30.00,,,,,,,
AI Automation and CRM Integration Specialist Needed,361,5/1/2025 11:15am,147 hrs ago,Yes,,9,"The job is based in the US, which aligns with your top location preference, and involves automation and CRM, which fits your skills. It is a fixed-price job, as you prefer, with verified payment and a high client rating of 4.9. The client has spent $2K, indicating reliability. Overall, it matches your criteria closely.",Fixed,$500.00,https://www.upwork.com/jobs/~021917976009302190790,"We are seeking a detail-oriented and innovative professional to lead the implementation of AI-driven automations and CRM systems for internal use and client projects. This role involves setting up and customizing CRM platforms (primarily HubSpot), integrating them with third-party tools like Make.com, Twilio, and AI assistants, and building automated workflows that streamline customer interactions, marketing efforts, and operational tasks. The ideal candidate has hands-on experience with API integrations, automation platforms, and CRM architecture, and is comfortable creating systems that reduce manual effort and improve client outcomes.",United States,$2K,,,checked
GoHighLevel Automation Specialist for Lead Management,360,5/1/2025 11:03am,147 hrs ago,Yes,,9,"The job is directly related to your expertise in business automation and GoHighLevel. While it is located in the UK, which is a slightly lower priority than the US, it meets many of your preferences: payment is verified, the client has spent a significant amount ($7K), and has a high rating (4.99 out of 5). Although it's an hourly job, the rate range aligns with industry standards.",Hourly,$15.00,https://www.upwork.com/jobs/~021917972841433523428,"We are seeking a skilled GoHighLevel expert to assist in building automations and efficiencies for managing leads and optimizing lead conversions for our clients. The ideal candidate will have a robust understanding of GoHighLevel's features and capabilities to create customized workflows that enhance lead engagement and streamline processes. If you have a passion for improving client outcomes through automation, we would love to hear from you.

**Relevant Skills:**
- GoHighLevel proficiency
- Lead management strategies
- Automation workflow creation
- CRM integration
- Data analysis and reporting

There will be a long term and potentially full time position for the right candidate.",United Kingdom,$6.8K,1 to 3 months,Less than 30 hrs/week,checked
Need help to collect email &amp; phone to head of 500 companies,359,5/1/2025 10:52am,147 hrs ago,No,,3,"Job is not located in the US or UK, and it's not related to business automation. Although payment is verified and the client has a high rating with significant spending, the job involves lead generation and data entry rather than business automation.",Fixed,$50.00,https://www.upwork.com/jobs/~021917969916255979161,,,,,,
Automation &amp; API Integration Specialist,358,5/1/2025 10:49am,147 hrs ago,Yes,,9,"The job is in the United States, involves automation tasks which match the user's expertise, and has a verified payment with a 5.0 client rating. Despite being hourly, it meets the other high-priority criteria.",Hourly,$20.00,https://www.upwork.com/jobs/~021917969313825663686,"Project Overview:
We’re seeking a savvy Automation/API Expert to build and maintain integrations across our core business tools. Your primary goal will be to streamline workflows, remove manual data entry, and ensure seamless data flow between Zapier, Make.com, Follow Up Boss, Notion, Instantly, Google Drive, ReadyMode, Roor, and any other systems we adopt. This is a part-time, ongoing role with potential for regular monthly work as new projects arise.

⸻

Key Responsibilities:
	•	Design, develop, and maintain automated workflows using Zapier and Make.com
	•	Leverage native APIs (and build custom connectors when necessary) to integrate:
	•	CRM: Follow Up Boss
	•	Productivity & Database: Notion
	•	Email & Outreach: Instantly
	•	File Storage & Collaboration: Google Drive
	•	Marketing: ReadyMode and Roor
	•	Audit existing automations for reliability, security, and performance
	•	Troubleshoot integration failures, implement error-handling and retries
	•	Document architecture, data mappings, authentication flows, and runbooks
	•	Collaborate with stakeholders to translate business requirements into technical solutions
	•	Train team members on how to use new automations and APIs

⸻

Required Qualifications:
	•	3+ years of hands-on experience building automations in Zapier and Make.com
	•	Deep understanding of RESTful APIs, OAuth2, webhooks, and JSON/XML data formats
	•	Prior integrations experience with at least 4 of the following: Follow Up Boss, Notion, Instantly, Google Drive, ReadyMode, Roor
	•	Strong scripting skills (JavaScript, Python, or similar) for custom connector development
	•	Familiarity with security best practices for handling sensitive data and credentials
	•	Excellent documentation, communication, and project-management skills
	•	Proven track record on Upwork or similar platforms, with positive client feedback

⸻

Nice to Have:
	•	Experience with data transformation tools (e.g., XSLT, JSONata)
	•	Knowledge of database systems (SQL/NoSQL) for more complex migrations
	•	Background in real estate or land-investment workflows
	•	Understanding of serverless platforms (AWS Lambda, Google Cloud Functions)

⸻

Engagement Details:
	•	Scope: Part-time (10–20 hrs/week), Ongoing projects as needs arise
	•	Rate: Competitive, based on experience
	•	Communication: Asynchronous via Slack/Email, Weekly status check-ins
	•	Start Date: As soon as possible",United States,$1.9K,3 to 6 months,More than 30 hrs/week,checked
"Ad Hoc Technical Consultant (Salesforce, WordPress &amp; Legal Tech Platforms)",357,5/1/2025 10:42am,147 hrs ago,Maybe,,6,"The job is located in the US, has verified payment, and a high amount spent with excellent client ratings. However, it focuses on Salesforce, WordPress, and CRM, which are not directly aligned with the user's primary skills in business automation tools like Make.com and ClickUp. It's hourly rather than fixed-price, which is not the user's preference.",Hourly,$15.00,https://www.upwork.com/jobs/~021917967847947083874,"We’re an in-house development team supporting a family-law marketing agency. We need an expert consultant to jump in on an ad hoc basis to solve complex integration, customization, and workflow challenges across our tech stack—no long-term commitment required.

Key Platforms
- CRM & Legal Intake: Salesforce, ClioGrow, Lawmatics
- Website & CMS: WordPress
- Design & Prototyping: Figma
- Call Tracking & Analytics: CallRail, CallTrackingMetrics
- Collaboration & Productivity: Google Workspace, Slack, ClickUp

Responsibilities
- Platform Troubleshooting: Diagnose and resolve complex issues in Salesforce workflows, WordPress custom themes/plugins, and legal-intake automations (ClioGrow, Lawmatics).
- Integration & APIs: Build or refine integrations between Salesforce :left_right_arrow: WordPress, call-tracking systems, and Google Workspace/Gmail.
- Process Automation: Recommend and implement automations in Lawmatics/ClioGrow for intake, nurture sequences, and reporting.
- Data Mapping & Reporting: Ensure clean data flow between CRM, call-tracking metrics, and project management (ClickUp); build custom reports or dashboards as needed.
- Design Consultation: Review Figma prototypes and advise on translating them into production-ready WordPress templates or Salesforce Lightning components.
- Collaboration Workflows: Optimize Slack and ClickUp automations (bot integrations, task templates) to streamline team communication.

Must-Have Qualifications
- 5+ years hands-on experience administering/customizing Salesforce (Flows, Apex, Lightning).
- Strong WordPress development background (PHP, REST API, custom post types).
- Proficiency with legal-tech platforms: ClioGrow and/or Lawmatics automation setup.
- Proven track record integrating CallRail and CallTrackingMetrics data into CRMs or BI tools.
- Comfortable working with Google Workspace APIs and Slack apps/bots.
- Experience translating Figma designs into functional web components or UI in Salesforce.
- Familiarity with ClickUp’s API & workflow automations.
- Excellent communicator—able to document solutions clearly for non-technical stakeholders.

Engagement Details
- Type: Hourly, ad hoc consulting
- Rate: Please propose your hourly rate
- Availability: Prefer overlap with U.S. Central Time business hours for real-time troubleshooting
- Estimated Volume: 5–20 hrs/month, flexible based on project needs

How to Apply
- Brief Intro: Highlight your experience solving problems on the platforms listed above.
- Relevant Samples: Share 1–2 case studies or links demonstrating integrations/customizations (e.g., Salesforce :left_right_arrow: WordPress, legal-tech automations).
- Rate & Availability: Provide your hourly rate and typical CT availability.
- Communication Tools: Confirm your preferred channels (Slack, Zoom, email) and expected response time for urgent queries.",United States,$356K,More than 6 months,More than 30 hrs/week,checked
🚀 AI Automation Specialist (Make.com + ChatGPT + Gohighlevel),355,5/1/2025 10:42am,147 hrs ago,Maybe,,6,"The job involves business automation with tools like Make.com and GoHighLevel, aligning with your expertise. It's long-term and hourly, which is less preferred. The client has a relatively high rating (4.73) but has only spent $2K. The job is located in Denmark, which is not a priority location.",Hourly,$30.00,https://www.upwork.com/jobs/~021917967826715517026,"We’re looking for a reliable, execution-focused automation specialist to join our team long-term. You’ll work inside our Slack workspace and be responsible for connecting systems like GoHighLevel, Make.com, and custom ChatGPT agents.

🚀 Responsibilities:
	•	Build and maintain Make.com automations (webhooks, filters, routers, etc.)
	•	Connect GoHighLevel workflows, webhooks, calendars, and lead data
	•	Integrate GPT-4 / OpenAI into Slack, email, and custom flows
	•	Create automations triggered by Stripe, bookings, call recordings, signed contracts, etc.
	•	Work quickly and communicate clearly in Slack

🔧 Our Stack:
	•	GoHighLevel (multiple subaccounts)
	•	Make.com
	•	OpenAI (Custom GPTs)
	•	Slack
	•	Fathom (call analysis)
	•	Stripe

👀 What We’re Looking For:
	•	Able to work independently and follow Loom-based instructions
	•	Available for ongoing async work inside Slack
	•	Fast turnaround times (within hours or same-day on small tasks)
	•	Comfortable with Make routers, webhooks, HTTP modules, GHL logic

Bonus if you:
	•	Have worked with AI calling tools like VAPI or NLPIRL
	•	Are fluent in English
	•	Are based in a low-cost region and looking for ongoing work

💵 Compensation:
	•	Hourly: $30–40 USD/hr based on experience
	•	Long-term: Expect regular tasks weekly, growing into full-time if you deliver fast and clean

To apply:
Reply with:

	1.	Your hourly rate
	2.	Links to Make.com or GHL automations you’ve built
	3.	Use the word “88” somewhere in your message so we know you read the full post",Denmark,$2K,More than 6 months,More than 30 hrs/week,checked
🚀 AI Automation Specialist (Make.com + ChatGPT + Gohighlevel),356,5/1/2025 10:42am,147 hrs ago,Maybe,,6,"The job matches your skills in Make.com and GoHighLevel, has a verified payment and high client rating. However, it's hourly and based in Denmark, which is outside your location preferences.",Hourly,$30.00,https://www.upwork.com/jobs/~021917967826715517026,"We’re looking for a reliable, execution-focused automation specialist to join our team long-term. You’ll work inside our Slack workspace and be responsible for connecting systems like GoHighLevel, Make.com, and custom ChatGPT agents.

🚀 Responsibilities:
	•	Build and maintain Make.com automations (webhooks, filters, routers, etc.)
	•	Connect GoHighLevel workflows, webhooks, calendars, and lead data
	•	Integrate GPT-4 / OpenAI into Slack, email, and custom flows
	•	Create automations triggered by Stripe, bookings, call recordings, signed contracts, etc.
	•	Work quickly and communicate clearly in Slack

🔧 Our Stack:
	•	GoHighLevel (multiple subaccounts)
	•	Make.com
	•	OpenAI (Custom GPTs)
	•	Slack
	•	Fathom (call analysis)
	•	Stripe

👀 What We’re Looking For:
	•	Able to work independently and follow Loom-based instructions
	•	Available for ongoing async work inside Slack
	•	Fast turnaround times (within hours or same-day on small tasks)
	•	Comfortable with Make routers, webhooks, HTTP modules, GHL logic

Bonus if you:
	•	Have worked with AI calling tools like VAPI or NLPIRL
	•	Are fluent in English
	•	Are based in a low-cost region and looking for ongoing work

💵 Compensation:
	•	Hourly: $30–40 USD/hr based on experience
	•	Long-term: Expect regular tasks weekly, growing into full-time if you deliver fast and clean

To apply:
Reply with:

	1.	Your hourly rate
	2.	Links to Make.com or GHL automations you’ve built
	3.	Use the word “88” somewhere in your message so we know you read the full post",Denmark,$2K,More than 6 months,More than 30 hrs/week,checked
Systems &amp; Automation Specialist for High-End Wellness Business,354,5/1/2025 10:40am,147 hrs ago,No,,5,"The job is located in South Africa, which is not a priority location for the user. Though the client's payment is verified and they have a high rating of 5.0, with a moderate amount spent, the non-US/UK location makes it less appealing given the user's preferences.",Hourly,$30.00,https://www.upwork.com/jobs/~021917966995064480996,,,,,,
Build AI WhatsApp Follow-Up System Using ManyChat + 360dialog (Education Leads),353,5/1/2025 10:32am,147 hrs ago,Yes,,9,"The job is located in the US, offers a fixed price, has payment verified, a high client rating of 5.0, and significant spending of $14K. Though it's more about chatbot development, which may not fully align with your business automation focus, it still fits within the tech realm. The high client reliability makes it a strong opportunity.",Fixed,$700.00,https://www.upwork.com/jobs/~021917964754400175332,"Start your proposal with: “Yes, I can launch in 10 days.”",United States,$14K,,,checked
Zapier Automation Expert for CRM and Lead Integration (Must Be Familiar With All Facets Of Posting),351,5/1/2025 10:05am,148 hrs ago,No,,4,"While the job is located in the US with verified payment and a high client rating, it focuses on Zapier automation which is not your primary expertise in tools like Make.com and n8n. Additionally, the preference for fixed-price jobs and specific tools were not met.",Hourly,$65.00,https://www.upwork.com/jobs/~021917958634072023138,,,,,,
Web Developer for B2B “Airbnb-Style” Platform – Expert in Airtable + Make (Zapier Alternative),352,5/1/2025 10:05am,148 hrs ago,Maybe,,6,"The job involves business automation skills in Airtable and Make.com, relevant to the user's expertise. It is hourly (not fixed-price, lower preference) and based in Canada (not the preferred location). The client has verified payment, good past spending, and a high rating, but the location priority is medium, affecting the score.",Hourly,$10.00,https://www.upwork.com/jobs/~021917958560809908127,"🚀 Freelance No-Code Developer for “Airbnb-style” B2B Warehouse Marketplace 

Job Type: Freelance (with potential for ongoing support)
Project Timeline: Launch-ready by May 30th, 2025
Platform Stack: Airtable + Make (Integromat) or Zapier + No-code Website Builder (Webflow/Softr/Glide)

🧩 About the Project
Stor3Link is a B2B platform that connects companies in need of short- or long-term warehouse space with warehouse providers who have available storage capacity. Think of it as the ""Airbnb for warehouse space"" — designed for flexibility, trust, and automation.

The platform already has Google Forms for onboarding Space Users and Providers, Terms of Service, Privacy Policy, a domain, and a clear roadmap. We now need a skilled no-code developer to bring it all together into a sleek, functional, and automated platform.

🛠️ What You’ll Be Doing
Build and structure Airtable bases to store user and provider data (connected to existing Google Forms or rebuild forms natively)

Set up automated workflows in Make or Zapier for:

Onboarding new users and providers

Transactional logic and payment routing

Profile verification and updates

Notifications (email/SMS)

Create a front-end website (Airbnb-style) using Softr, Webflow, Glide or similar:

Searchable listings of available warehouse spaces

Profile pages with ratings, logs, badges, and verification status

Login portals for both providers and users

Admin dashboard for monitoring platform usage, payments, etc.

Integrate Escrow-style payment flow (e.g., Stripe Connect):

Charge users per storage transaction

Distribute fees to providers minus platform commission

Apply cancellation/breach penalties if triggered

Help implement profile scoring, user activity logs, reputation systems

Ensure scalability and ease-of-use for future VAs and admin support

✅ Required Skills
✅ Expert in Airtable (formulas, relationships, views, automations)

✅ Advanced knowledge of Make (or Zapier)

✅ Proficient in no-code website builders (Webflow/Softr/Glide/etc.)

✅ Experience with Stripe or other payment gateway integrations

✅ Familiar with B2B platforms or multi-sided marketplaces

✅ Can build clean, mobile-friendly UI/UX

✅ Fluent in English, excellent communicator, and documentation-oriented

🧠 Bonus if you have:
Familiarity with GDPR / data security best practices

Previous experience with platforms like Airbnb, Upwork, etc.

Ability to offer guidance on long-term automation and platform scaling

📅 Project Timeline
We aim to launch a working version of Stor3Link by end of May 2025. Initial scope is focused on core features with future phases for optimization.

💼 How to Apply
Please include:

A short note about your experience with similar platforms

Examples of projects you’ve built with Airtable + Make/Zapier + no-code web builder

Your availability and estimated timeline for project completion

Your hourly or fixed project rate

Let’s build something great together. Looking forward to hearing from you!
— Stor3Link",Canada,$840,1 to 3 months,Less than 30 hrs/week,checked
Send marketing emails,350,5/1/2025 9:55am,148 hrs ago,No,,4,"The job is based in the USA, and the client has a high rating with verified payment and some amount spent, which are positives. However, the job itself is related to email marketing and lead generation rather than business automation. This is not aligned with your skills in Make.com, n8n, ClickUp, Airtable, GoHighLevel (GHL), and Google Sheets.",Fixed,$100.00,https://www.upwork.com/jobs/~021917955866200237284,,,,,,
Email List Generation for Timber Industry Business Owners in Midwest,349,5/1/2025 9:20am,148 hrs ago,No,,3,"The job is not related to business automation, is located in the UK, and has a client with no ratings. Although payment is verified and the amount spent is $1k, the hourly rate is low and goes against the preference for fixed-price jobs.",Hourly,$3.00,https://www.upwork.com/jobs/~021917947078331181766,,,,,,
Business Consultancy Agencies in New Jersey &amp; Indiana,348,5/1/2025 9:10am,149 hrs ago,No,,4,"The job is fixed-price and located in the US, which aligns with your preferences. However, it is focused on lead generation and market research, not business automation, which is outside your expertise. The client has payment verified, spent a decent amount, and has a high rating, which are positive factors, but the core job responsibilities do not match your skills.",Fixed,$60.00,https://www.upwork.com/jobs/~021917944470405229254,,,,,,
Excel Data Extraction and Integration with Monday.com via Zapier,347,5/1/2025 9:08am,149 hrs ago,Maybe,,6,"The job is located in the US and payment is verified, which aligns with your preferences. However, the client has a 0.0 rating and only $547 spent, indicating a lack of a solid track record. The job is related to automation but primarily focused on Zapier and Monday.com, which are not your primary tools.",Hourly,$25.00,https://www.upwork.com/jobs/~021917944134414102886,"We are seeking a skilled freelancer to assist in extracting information from an Excel template using Zapier and to create corresponding items in Monday.com. The ideal candidate should have experience with both Zapier and Monday.com, as well as a solid understanding of Excel. Your expertise will help streamline our data management process and improve operational efficiency. If you are detail-oriented and have a proven track record in data integration, we would love to hear from you!",USA,$547,1 to 3 months,Less than 30 hrs/week,checked
GHL + Make + Airtable + N8N Expert,346,5/1/2025 8:58am,149 hrs ago,Yes,,9,"The job aligns well with your expertise in GHL, Make.com, Airtable, and n8n, is a fixed-price job, located in the USA, and payment is verified. Although the client has no ratings and has spent only $400, the job strongly matches your skill set and preferences.",Fixed,$600.00,https://www.upwork.com/jobs/~021917941699759490713,"I need someone skilled in GHL, Airtable, Make.com, N8N. 

Part Time and can go to full time

Send me a video in english with your skills, qualifications and past projects",USA,$400,,,checked
GTM Engineer -- Outbound Specialist Expert (For SaaS),345,5/1/2025 8:35am,149 hrs ago,Maybe,,6,"The job is hourly and located in France, which is not within the user's preferred location of the US or UK. It is payment verified with a high client rating and a significant amount spent, which is positive. However, it doesn't strongly align with the business automation focus the user prefers. The role requires expertise in outbound systems, which might not fully match the user's specific skill set.",Hourly,$5.00,https://www.upwork.com/jobs/~021917935862582994148,,,,,,
Automation Specialist,344,5/1/2025 8:34am,149 hrs ago,Yes,,9,"The job is highly relevant to your skills as an automation specialist using n8n. It is a US-based position with payment verified, has a high client rating of 4.96, and a substantial amount spent ($50K), indicating reliability. Although it's hourly, the rate range is acceptable. High priority match overall.",Hourly,$15.00,https://www.upwork.com/jobs/~021917935561801065700,,,,,,
🚀 AI Automation Specialist (Make.com + ChatGPT + Gohighlevel),343,5/1/2025 8:34am,149 hrs ago,No,,5,"The job is outside the US and UK, located in Denmark. Although it is automation-related and involves tools you are skilled in, it is hourly rather than fixed-price. The client has payment verified, a decent rating of 4.73, and $2K spent. However, location and job type greatly impact the recommendation.",Hourly,$10.00,https://www.upwork.com/jobs/~021917935326268861126,,,,,,
"Zapier Audit for Gmail, Shopify, and Pipedrive Integrations",342,5/1/2025 8:26am,149 hrs ago,Maybe,,7,"Job is located in the US, has payment verified, and client has a high rating with significant amount spent. However, it involves Zapier rather than the user's preferred tools. This may still be relevant due to related skills in business automation, but not a perfect match.",Hourly,$10.00,https://www.upwork.com/jobs/~021917933515678336665,,,,,,
Integrate Solvari Leads with GoHighLevel via Zapier (Webhook Setup &amp; Data Mapping),341,5/1/2025 8:04am,150 hrs ago,Maybe,,6,"The job is a fixed-price and relates to business automation with GoHighLevel, which aligns with your skills. However, it is located in the Netherlands and not in the US or the UK. The client has a high rating of 5.0 and payment is verified, but the amount spent is relatively low compared to higher priority criteria.",Fixed,$175.00,https://www.upwork.com/jobs/~021917927986787415967,,,,,,
Create a Dynamic and Automated Financial Tracker in Google Sheets,340,5/1/2025 8:02am,150 hrs ago,No,,3,"The job is located in Belgium, which is outside the user's preferred locations (US, UK). Although the job is related to business automation and the client has a high rating with verified payment, the fixed price of $10 is very low for the user's expertise.",Fixed,$10.00,https://www.upwork.com/jobs/~021917927436524053732,,,,,,
Zapier Automation Expert Needed: Connect Gmail + OpenAI Assistant + Slack for Email Workflow,339,5/1/2025 7:55am,150 hrs ago,No,,4,"The job is for a Zapier expert, not directly related to your expertise in Make.com, n8n, and other tools. It's hourly with payment verified but no amount spent and low client rating. Located in the USA but not automation-focused on your skills.",Hourly,$20.00,https://www.upwork.com/jobs/~021917925765029931718,,,,,,
